_id,uid,event_id,timestamp,start_timestamp,steps_timestamp,steps,total_steps
68afe0136ce213cee766ef92,test004,445,1756353600,1756353600,1756353660,0.0,0.0
68afe0136ce213cee766ef93,test004,445,1756353660,1756353660,1756353682,0.0,0.0
68afe0166ce213cee76737e5,test004,445,1756353720,1756353720,1756353780,0.0,0.0
68afe0166ce213cee76737e6,test004,445,1756353780,1756353780,1756353840,0.0,0.0
68afe0166ce213cee76737e7,test004,445,1756353840,1756353840,1756353900,0.0,0.0
68afe0166ce213cee76737e8,test004,445,1756353900,1756353900,1756353960,0.0,0.0
68afe0166ce213cee76737e9,test004,445,1756353960,1756353960,1756354020,0.0,0.0
68afe0166ce213cee76737ea,test004,445,1756354020,1756354020,1756354080,0.0,0.0
68afe0166ce213cee76737eb,test004,445,1756354080,1756354080,1756354140,0.0,0.0
68afe0166ce213cee76737ec,test004,445,1756354140,1756354140,1756354200,0.0,0.0
68afe0166ce213cee76737ed,test004,445,1756354200,1756354200,1756354260,0.0,0.0
68afe0166ce213cee76737ee,test004,445,1756354260,1756354260,1756354282,0.0,0.0
68afe01e6ce213cee767ec86,test004,445,1756354320,1756354320,1756354380,0.0,0.0
68afe01e6ce213cee767ec87,test004,445,1756354380,1756354380,1756354440,0.0,0.0
68afe01e6ce213cee767ec88,test004,445,1756354440,1756354440,1756354500,0.0,0.0
68afe01e6ce213cee767ec89,test004,445,1756354500,1756354500,1756354560,10.0,10.0
68afe01e6ce213cee767ec8a,test004,445,1756354560,1756354560,1756354620,0.0,10.0
68afe01e6ce213cee767ec8b,test004,445,1756354620,1756354620,1756354680,0.0,10.0
68afe01e6ce213cee767ec8c,test004,445,1756354680,1756354680,1756354740,0.0,10.0
68afe01e6ce213cee767ec8d,test004,445,1756354740,1756354740,1756354800,0.0,10.0
68afe01e6ce213cee767ec8e,test004,445,1756354800,1756354800,1756354860,0.0,10.0
68afe01e6ce213cee767ec8f,test004,445,1756354860,1756354860,1756354883,0.0,10.0
68afe0146ce213cee766f880,test004,445,1756354883,1756354883,1756354920,0.0,10.0
68afe0146ce213cee766f881,test004,445,1756354920,1756354920,1756354980,0.0,10.0
68afe0146ce213cee766f882,test004,445,1756354980,1756354980,1756355040,0.0,10.0
68afe0146ce213cee766f883,test004,445,1756355040,1756355040,1756355100,34.0,44.0
68afe0146ce213cee766f884,test004,445,1756355100,1756355100,1756355160,31.0,75.0
68afe0146ce213cee766f885,test004,445,1756355160,1756355160,1756355220,32.0,107.0
68afe0146ce213cee766f886,test004,445,1756355220,1756355220,1756355280,100.0,207.0
68afe0146ce213cee766f887,test004,445,1756355280,1756355280,1756355340,99.0,306.0
68afe0146ce213cee766f888,test004,445,1756355340,1756355340,1756355400,104.0,410.0
68afe0146ce213cee766f889,test004,445,1756355400,1756355400,1756355460,108.0,518.0
68afe0146ce213cee766f88a,test004,445,1756355460,1756355460,1756355483,106.0,624.0
68afe0106ce213cee766b0a8,test004,445,1756355483,1756355483,1756355520,0.0,624.0
68afe0106ce213cee766b0a9,test004,445,1756355520,1756355520,1756355580,107.0,731.0
68afe0106ce213cee766b0aa,test004,445,1756355580,1756355580,1756355640,107.0,838.0
68afe0106ce213cee766b0ab,test004,445,1756355640,1756355640,1756355700,70.0,908.0
68afe0106ce213cee766b0ac,test004,445,1756355700,1756355700,1756355760,103.0,1011.0
68afe0106ce213cee766b0ad,test004,445,1756355760,1756355760,1756355820,60.0,1071.0
68afe0106ce213cee766b0ae,test004,445,1756355820,1756355820,1756355880,26.0,1097.0
68afe0106ce213cee766b0af,test004,445,1756355880,1756355880,1756355940,0.0,1097.0
68afe0106ce213cee766b0b0,test004,445,1756355940,1756355940,1756356000,0.0,1097.0
68afe0106ce213cee766b0b1,test004,445,1756356000,1756356000,1756356060,95.0,1192.0
68afe0106ce213cee766b0b2,test004,445,1756356060,1756356060,1756356082,108.0,1300.0
68afe255c6cec652f47fbbf6,test004,445,1756356120,1756356120,1756356180,101.0,1401.0
68afe255c6cec652f47fbbf7,test004,445,1756356180,1756356180,1756356240,109.0,1510.0
68afe255c6cec652f47fbbf8,test004,445,1756356240,1756356240,1756356300,86.0,1596.0
68afe255c6cec652f47fbbf9,test004,445,1756356300,1756356300,1756356360,0.0,1596.0
68afe255c6cec652f47fbbfa,test004,445,1756356360,1756356360,1756356420,24.0,1620.0
68afe255c6cec652f47fbbfb,test004,445,1756356420,1756356420,1756356480,0.0,1620.0
68afe255c6cec652f47fbbfc,test004,445,1756356480,1756356480,1756356540,0.0,1620.0
68afe255c6cec652f47fbbfd,test004,445,1756356540,1756356540,1756356600,0.0,1620.0
68afe255c6cec652f47fbbfe,test004,445,1756356600,1756356600,1756356660,0.0,1620.0
68afe255c6cec652f47fbbff,test004,445,1756356660,1756356660,1756356682,0.0,1620.0
68afe70a9dd923b91ffe0763,test004,445,1756356720,1756356720,1756356780,0.0,1620.0
68afe70a9dd923b91ffe0764,test004,445,1756356780,1756356780,1756356840,0.0,1620.0
68afe70a9dd923b91ffe0765,test004,445,1756356840,1756356840,1756356900,0.0,1620.0
68afe70a9dd923b91ffe0766,test004,445,1756356900,1756356900,1756356960,0.0,1620.0
68afe70a9dd923b91ffe0767,test004,445,1756356960,1756356960,1756357020,0.0,1620.0
68afe70a9dd923b91ffe0768,test004,445,1756357020,1756357020,1756357080,0.0,1620.0
68afe70a9dd923b91ffe0769,test004,445,1756357080,1756357080,1756357140,0.0,1620.0
68afe70a9dd923b91ffe076a,test004,445,1756357140,1756357140,1756357200,0.0,1620.0
68afe70a9dd923b91ffe076b,test004,445,1756357200,1756357200,1756357260,0.0,1620.0
68afe7089dd923b91ffdc901,test004,445,1756357260,1756357260,1756357320,0.0,1620.0
68afe7089dd923b91ffdc902,test004,445,1756357320,1756357320,1756357380,0.0,1620.0
68afe7089dd923b91ffdc903,test004,445,1756357380,1756357380,1756357440,0.0,1620.0
68afe7089dd923b91ffdc904,test004,445,1756357440,1756357440,1756357500,0.0,1620.0
68afe7089dd923b91ffdc905,test004,445,1756357500,1756357500,1756357560,0.0,1620.0
68afe7089dd923b91ffdc906,test004,445,1756357560,1756357560,1756357620,0.0,1620.0
68afe7089dd923b91ffdc907,test004,445,1756357620,1756357620,1756357680,0.0,1620.0
68afe7089dd923b91ffdc908,test004,445,1756357680,1756357680,1756357740,0.0,1620.0
68afe7089dd923b91ffdc909,test004,445,1756357740,1756357740,1756357800,0.0,1620.0
68afe7089dd923b91ffdc90a,test004,445,1756357800,1756357800,1756357860,0.0,1620.0
68afe7089dd923b91ffdc90b,test004,445,1756357860,1756357860,1756357881,0.0,1620.0
68afe95daa12a9a2e2a870f8,test004,445,1756357920,1756357920,1756357980,0.0,1620.0
68afe95daa12a9a2e2a870f9,test004,445,1756357980,1756357980,1756358040,0.0,1620.0
68afe95daa12a9a2e2a870fa,test004,445,1756358040,1756358040,1756358100,0.0,1620.0
68afe95daa12a9a2e2a870fb,test004,445,1756358100,1756358100,1756358160,0.0,1620.0
68afe95daa12a9a2e2a870fc,test004,445,1756358160,1756358160,1756358220,0.0,1620.0
68afe95daa12a9a2e2a870fd,test004,445,1756358220,1756358220,1756358280,0.0,1620.0
68afe95daa12a9a2e2a870fe,test004,445,1756358280,1756358280,1756358340,0.0,1620.0
68afe95daa12a9a2e2a870ff,test004,445,1756358340,1756358340,1756358400,0.0,1620.0
68afe95daa12a9a2e2a87100,test004,445,1756358400,1756358400,1756358460,0.0,1620.0
68afe95daa12a9a2e2a87101,test004,445,1756358460,1756358460,1756358481,0.0,1620.0
68afee0e31f2c75690135d42,test004,445,1756358520,1756358520,1756358580,0.0,1620.0
68afee0e31f2c75690135d43,test004,445,1756358580,1756358580,1756358640,0.0,1620.0
68afee0e31f2c75690135d44,test004,445,1756358640,1756358640,1756358700,0.0,1620.0
68afee0e31f2c75690135d45,test004,445,1756358700,1756358700,1756358760,0.0,1620.0
68afee0e31f2c75690135d46,test004,445,1756358760,1756358760,1756358820,0.0,1620.0
68afee0e31f2c75690135d47,test004,445,1756358820,1756358820,1756358880,0.0,1620.0
68afee0e31f2c75690135d48,test004,445,1756358880,1756358880,1756358940,0.0,1620.0
68afee0e31f2c75690135d49,test004,445,1756358940,1756358940,1756359000,0.0,1620.0
68afee0e31f2c75690135d4a,test004,445,1756359000,1756359000,1756359060,0.0,1620.0
