_id,uid,start_timestamp,end_timestamp,steps,distance,floors_ascended,floors_descended
68b8becda362a5066f33d4ec,test004,1756395648.0,1756395677.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4ed,test004,1756395677.0,1756395686.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4ee,test004,1756395686.0,1756395707.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4ef,test004,1756395707.0,1756395736.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f0,test004,1756395736.0,1756395770.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f1,test004,1756395770.0,1756395800.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f2,test004,1756395800.0,1756395954.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f3,test004,1756395954.0,1756396045.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f4,test004,1756396045.0,1756396699.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f5,test004,1756396699.0,1756396931.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f6,test004,1756396931.0,1756397028.0,12,9.0,0.0,0.0
68b8becda362a5066f33d4f7,test004,1756397028.0,1756397037.0,2,0.9799999999813735,0.0,0.0
68b8becda362a5066f33d4f8,test004,1756397037.0,1756397045.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4f9,test004,1756397045.0,1756397094.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4fa,test004,1756397094.0,1756397097.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4fb,test004,1756397097.0,1756397104.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4fc,test004,1756397104.0,1756397131.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4fd,test004,1756397131.0,1756397139.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4fe,test004,1756397139.0,1756397151.0,0,0.0,0.0,0.0
68b8becda362a5066f33d4ff,test004,1756397151.0,1756397182.0,0,0.0,0.0,0.0
68b8becda362a5066f33d500,test004,1756397182.0,1756397233.0,0,0.0,0.0,0.0
68b8becda362a5066f33d501,test004,1756397233.0,1756397242.0,0,0.0,0.0,0.0
68b8becda362a5066f33d502,test004,1756397242.0,1756397270.0,0,0.0,0.0,0.0
68b8becda362a5066f33d503,test004,1756397270.0,1756397287.0,0,0.0,0.0,0.0
68b8becda362a5066f33d504,test004,1756397287.0,1756397321.0,0,0.0,0.0,0.0
68b8becda362a5066f33d505,test004,1756397321.0,1756397340.0,0,0.0,0.0,0.0
68b8becda362a5066f33d506,test004,1756397340.0,1756397355.0,0,0.0,0.0,0.0
68b8becda362a5066f33d638,test004,1756397367.0,1756397398.0,0,0.0,0.0,0.0
68b8becda362a5066f33d639,test004,1756397398.0,1756397409.0,0,0.0,0.0,0.0
68b8becda362a5066f33d63a,test004,1756397409.0,1756397476.0,0,0.0,0.0,0.0
68b8becda362a5066f33d63b,test004,1756397476.0,1756397499.0,0,0.0,0.0,0.0
68b8becda362a5066f33d63c,test004,1756397499.0,1756397572.0,0,0.0,0.0,0.0
68b8becda362a5066f33d63d,test004,1756397572.0,1756397579.0,0,0.0,0.0,0.0
68b8becda362a5066f33d63e,test004,1756397579.0,1756397589.0,0,0.0,0.0,0.0
68b8becda362a5066f33d63f,test004,1756397589.0,1756397713.0,0,0.0,0.0,0.0
68b8becda362a5066f33d640,test004,1756397713.0,1756397738.0,0,0.0,0.0,0.0
68b8becda362a5066f33d641,test004,1756397738.0,1756397780.0,14,9.799999999813735,0.0,0.0
68b8becda362a5066f33d642,test004,1756397780.0,1756397802.0,0,0.0,0.0,0.0
68b8becda362a5066f33d643,test004,1756397802.0,1756397812.0,0,0.0,0.0,0.0
68b8becda362a5066f33d644,test004,1756397812.0,1756397847.0,0,0.0,0.0,0.0
68b8becda362a5066f33d645,test004,1756397847.0,1756397976.0,0,0.0,0.0,0.0
68b8becda362a5066f33d646,test004,1756397976.0,1756397990.0,0,0.0,0.0,0.0
68b8becda362a5066f33d647,test004,1756397990.0,1756398012.0,0,0.0,0.0,0.0
68b8becda362a5066f33d648,test004,1756398012.0,1756398031.0,0,0.0,0.0,0.0
68b8becda362a5066f33d649,test004,1756398031.0,1756398074.0,0,0.0,0.0,0.0
68b8becda362a5066f33d64a,test004,1756398074.0,1756398086.0,0,0.0,0.0,0.0
68b8becda362a5066f33d64b,test004,1756398086.0,1756398138.0,0,0.0,0.0,0.0
68b8becda362a5066f33d64c,test004,1756398138.0,1756398161.0,0,0.0,0.0,0.0
68b8becda362a5066f33d64d,test004,1756398161.0,1756398201.0,0,0.0,0.0,0.0
68b8becda362a5066f33d64e,test004,1756398201.0,1756398240.0,0,0.0,0.0,0.0
68b8becda362a5066f33d64f,test004,1756398240.0,1756398252.0,0,0.0,0.0,0.0
68b8becda362a5066f33d650,test004,1756398252.0,1756398280.0,0,0.0,0.0,0.0
68b8becda362a5066f33d651,test004,1756398280.0,1756398299.0,0,0.0,0.0,0.0
68b8becda362a5066f33d652,test004,1756398299.0,1756398343.0,0,0.0,0.0,0.0
68b8becda362a5066f33d653,test004,1756398343.0,1756398363.0,0,0.0,0.0,0.0
68b8becda362a5066f33d654,test004,1756398363.0,1756398386.0,0,0.0,0.0,0.0
68b8becda362a5066f33d655,test004,1756398386.0,1756398590.0,0,0.0,0.0,0.0
68b8becda362a5066f33d656,test004,1756398590.0,1756398672.0,0,0.0,0.0,0.0
68b8becda362a5066f33d657,test004,1756398672.0,1756398771.0,0,0.0,0.0,0.0
68b8becda362a5066f33d658,test004,1756398771.0,1756398817.0,0,0.0,0.0,0.0
68b8becda362a5066f33d659,test004,1756398817.0,1756398830.0,0,0.0,0.0,0.0
68b8becda362a5066f33d65a,test004,1756398830.0,1756398843.0,0,0.0,0.0,0.0
68b8becda362a5066f33d65b,test004,1756398843.0,1756398861.0,0,0.0,0.0,0.0
68b8becda362a5066f33d65c,test004,1756398861.0,1756398882.0,0,0.0,0.0,0.0
68b8becda362a5066f33d65d,test004,1756398882.0,1756399382.0,0,0.0,0.0,0.0
68b8becda362a5066f33d65e,test004,1756399382.0,1756401162.0,0,0.0,0.0,0.0
68b8becda362a5066f33d65f,test004,1756401162.0,1756401188.0,0,0.0,0.0,0.0
68b8becda362a5066f33d660,test004,1756401188.0,1756401203.0,0,0.0,0.0,0.0
68b8becda362a5066f33d661,test004,1756401203.0,1756401222.0,0,0.0,0.0,0.0
68b8becda362a5066f33d662,test004,1756401222.0,1756404323.0,0,0.0,0.0,0.0
68b8becda362a5066f33d663,test004,1756404323.0,1756404345.0,0,0.0,0.0,0.0
68b8becda362a5066f33d664,test004,1756404345.0,1756404361.0,0,0.0,0.0,0.0
68b8becda362a5066f33d665,test004,1756404361.0,1756404396.0,0,0.0,0.0,0.0
68b8becda362a5066f33d666,test004,1756404396.0,1756404430.0,0,0.0,0.0,0.0
68b8becda362a5066f33d667,test004,1756404430.0,1756404479.0,0,0.0,0.0,0.0
68b8becda362a5066f33d668,test004,1756404479.0,1756404498.0,0,0.0,0.0,0.0
68b8becda362a5066f33d669,test004,1756404498.0,1756404515.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d948,test004,1756404688.0,1756404688.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d94a,test004,1756404901.0,1756404915.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d94b,test004,1756404915.0,1756404947.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d94c,test004,1756404947.0,1756404969.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d94d,test004,1756404969.0,1756404994.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d94e,test004,1756404994.0,1756405017.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d94f,test004,1756405017.0,1756405051.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d950,test004,1756405051.0,1756405062.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d951,test004,1756405062.0,1756405094.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d952,test004,1756405094.0,1756405105.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d953,test004,1756405105.0,1756405146.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d954,test004,1756405146.0,1756405194.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d955,test004,1756405194.0,1756405230.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d956,test004,1756405230.0,1756405236.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d957,test004,1756405236.0,1756405323.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d958,test004,1756405323.0,1756405426.0,8,5.919999999925494,0.0,0.0
68b8becfa362a5066f33d959,test004,1756405426.0,1756405464.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d95a,test004,1756405464.0,1756405580.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d95b,test004,1756405580.0,1756405609.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d95c,test004,1756405609.0,1756405637.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d95d,test004,1756405637.0,1756405681.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d95e,test004,1756405681.0,1756405729.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d95f,test004,1756405729.0,1756405747.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d960,test004,1756405747.0,1756405765.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d961,test004,1756405765.0,1756405792.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d962,test004,1756405792.0,1756405833.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d963,test004,1756405833.0,1756405845.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d964,test004,1756405845.0,1756405850.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d965,test004,1756405850.0,1756405891.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d966,test004,1756405891.0,1756406006.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d967,test004,1756406006.0,1756406019.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d968,test004,1756406019.0,1756406102.0,17,12.24000000022352,0.0,0.0
68b8becfa362a5066f33d969,test004,1756406102.0,1756406119.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d96a,test004,1756406119.0,1756406143.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d96b,test004,1756406143.0,1756406406.0,8,3.520000000018626,0.0,0.0
68b8becfa362a5066f33d96c,test004,1756406406.0,1756406426.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d96d,test004,1756406426.0,1756407220.0,18,10.51999999955297,0.0,0.0
68b8becfa362a5066f33d96e,test004,1756407220.0,1756407261.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d96f,test004,1756407261.0,1756407595.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d970,test004,1756407595.0,1756407765.0,17,11.90000000037253,0.0,0.0
68b8becfa362a5066f33d971,test004,1756407765.0,1756407867.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d972,test004,1756407867.0,1756408276.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d973,test004,1756408276.0,1756408417.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d974,test004,1756408417.0,1756408480.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d975,test004,1756408480.0,1756408611.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d976,test004,1756408611.0,1756408801.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d977,test004,1756408801.0,1756408941.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d978,test004,1756408941.0,1756409205.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d979,test004,1756409205.0,1756409221.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d97a,test004,1756409221.0,1756409326.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d97b,test004,1756409326.0,1756409573.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d97c,test004,1756409573.0,1756409690.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d97d,test004,1756409690.0,1756409764.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d97e,test004,1756409764.0,1756409852.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d97f,test004,1756409852.0,1756409870.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d980,test004,1756409870.0,1756409890.0,0,0.0,0.0,0.0
68b8becfa362a5066f33d981,test004,1756409890.0,1756409902.0,0,0.0,0.0,0.0
